,Gene,gene_symbol,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
6681,ENSMUSG00000031202,Rab39b,4.956403563,-5.126643246,4.612723929,-1.111413413,0.266390441,0.824278832
2746,ENSMUSG00000021816,Ppp3cb,3116.845806,0.882840557,0.794369774,1.111372293,0.266408133,0.824278832
4117,ENSMUSG00000025389,Mip,29.65537759,2.589633435,2.330155282,1.111356593,0.266414889,0.824278832
11381,ENSMUSG00000050132,Sarm1,5.665410104,-5.324026287,4.791172763,-1.111215677,0.266475525,0.824278832
12499,ENSMUSG00000058620,Adra2b,5.665410104,-5.324026287,4.791172763,-1.111215677,0.266475525,0.824278832
17174,ENSMUSG00000097693,NA,5.665410104,-5.324026287,4.791172763,-1.111215677,0.266475525,0.824278832
2701,ENSMUSG00000021713,Ppwd1,1099.705058,0.934738918,0.841244491,1.111138233,0.266508853,0.824278832
17058,ENSMUSG00000097321,1700028E10Rik,27.1810522,1.935230172,1.741997065,1.110926195,0.266600119,0.824318527
6033,ENSMUSG00000029605,Oas1b,234.1873621,2.54507356,2.29102092,1.110890581,0.26661545,0.824318527
17470,ENSMUSG00000100199,Gm20324,16.02702368,4.173810351,3.758908898,1.110378161,0.266836105,0.824592807
235,ENSMUSG00000001627,Ifrd1,1721.211308,-0.943053152,0.849318604,-1.110364412,0.266842027,0.824592807
5487,ENSMUSG00000028497,Hacd4,1195.025422,-1.124899171,1.013096068,-1.110357849,0.266844854,0.824592807
618,ENSMUSG00000004562,Arhgef40,510.8586073,-1.114740868,1.004449032,-1.109803318,0.267083789,0.825104252
18154,ENSMUSG00000103880,Gm37009,9.244764659,2.809672376,2.531793072,1.10975593,0.267104214,0.825104252
11872,ENSMUSG00000053550,Shisa7,8.544330277,-3.393623293,3.059644786,-1.109155974,0.267362901,0.825162407
956,ENSMUSG00000007872,Id3,37.390609,-2.259330879,2.036984012,-1.10915494,0.267363348,0.825162407
13394,ENSMUSG00000066867,Oas1e,22.90699917,3.04783704,2.748226085,1.109019762,0.267421657,0.825162407
6151,ENSMUSG00000029913,Prdm5,462.3272298,-1.289515586,1.162756969,-1.109015573,0.267423464,0.825162407
9380,ENSMUSG00000039686,Zer1,861.4249422,0.885741244,0.798675472,1.109012704,0.267424702,0.825162407
6526,ENSMUSG00000030787,Lyve1,33.35158741,3.735765155,3.368958795,1.108878257,0.267482705,0.825162407
582,ENSMUSG00000004151,Etv1,60.41921058,1.18378958,1.06764684,1.108783855,0.267523437,0.825162407
13625,ENSMUSG00000069516,Lyz2,34506.10438,1.484485145,1.338922888,1.108715938,0.267552744,0.825162407
10167,ENSMUSG00000042622,Maff,258.3224851,-2.096869909,1.891315947,-1.108683037,0.267566942,0.825162407
2596,ENSMUSG00000021486,Prelid1,1404.933305,0.651410076,0.587603694,1.108587442,0.267608198,0.825162407
909,ENSMUSG00000007030,Vwa7,11.69521182,-3.107066994,2.802908126,-1.108515461,0.267639266,0.825162407
17830,ENSMUSG00000102752,Gm7694,488.2283539,1.304412128,1.176967312,1.108282375,0.267739885,0.825238456
6937,ENSMUSG00000031770,Herpud1,2237.026595,0.827794643,0.747056112,1.108075592,0.267829171,0.825238456
15923,ENSMUSG00000087014,Gm16364,4.690108055,-5.050347143,4.55827172,-1.107952192,0.267882463,0.825238456
10815,ENSMUSG00000046556,Zfp319,184.2513672,-1.076091261,0.971429164,-1.107740329,0.267973977,0.825238456
8128,ENSMUSG00000035342,Lzts2,480.0847265,-1.384755163,1.250101981,-1.107713758,0.267985456,0.825238456
11821,ENSMUSG00000053137,Mapk11,36.83808294,-1.449426544,1.308538244,-1.107668462,0.268005024,0.825238456
17741,ENSMUSG00000102440,Pcdhga9,53.93648615,-2.163216698,1.953050542,-1.107609175,0.268030639,0.825238456
9845,ENSMUSG00000041329,Atp1b2,277.8333845,1.436217196,1.296706031,1.107588892,0.268039403,0.825238456
11584,ENSMUSG00000051427,Ccdc157,95.65197607,-1.098901729,0.992449904,-1.10726166,0.268180815,0.825339389
5644,ENSMUSG00000028822,Tmem50a,4081.088848,0.935872709,0.845239003,1.107228494,0.268195151,0.825339389
16385,ENSMUSG00000091423,Gm17509,16.71465076,-1.976088267,1.785829315,-1.10653815,0.268493661,0.825339389
13828,ENSMUSG00000071311,Gpr31b,4.791394704,-5.081944542,4.592755882,-1.106513099,0.268504498,0.825339389
5457,ENSMUSG00000028447,Dctn3,423.8516203,0.724234425,0.654520768,1.106510993,0.268505409,0.825339389
16909,ENSMUSG00000096780,Tmem181b-ps,270.2413704,-1.385498531,1.253287285,-1.105491572,0.268946644,0.825339389
9482,ENSMUSG00000040006,Ginm1,816.3804882,0.678955629,0.614190032,1.105448792,0.268965172,0.825339389
11683,ENSMUSG00000052212,Cd177,4148.289805,1.580462367,1.429707887,1.105444253,0.268967138,0.825339389
7031,ENSMUSG00000031934,Panx1,429.2225278,-1.381908872,1.250372316,-1.105197911,0.269073842,0.825339389
9146,ENSMUSG00000038866,Zcchc2,1644.688957,-0.765428508,0.69260439,-1.105145332,0.269096621,0.825339389
7578,ENSMUSG00000033420,Antxr1,4.72196916,-5.057404735,4.576253801,-1.105140789,0.269098589,0.825339389
12852,ENSMUSG00000061650,Med9,554.6322316,0.686540443,0.621368241,1.104884991,0.269209427,0.825339389
8064,ENSMUSG00000035133,Arhgap5,1196.187034,-0.706838563,0.639767271,-1.104837017,0.269230218,0.825339389
15532,ENSMUSG00000085211,B430219N15Rik,13.31858893,4.071880621,3.685539506,1.104826204,0.269234904,0.825339389
3592,ENSMUSG00000024219,Anks1,2072.665802,-0.633154448,0.573148318,-1.104695641,0.269291493,0.825339389
8986,ENSMUSG00000038400,Pmepa1,5.542249015,-5.292368565,4.791315191,-1.104575331,0.269343645,0.825339389
13716,ENSMUSG00000070424,Art5,5.542249015,-5.292368565,4.791315191,-1.104575331,0.269343645,0.825339389
10222,ENSMUSG00000042814,Mcts2,107.4219054,-1.135716334,1.028285286,-1.104475916,0.269386745,0.825339389
18342,ENSMUSG00000104503,Gm37738,152.0650503,1.4845953,1.344598531,1.104117896,0.269541999,0.825339389
7932,ENSMUSG00000034673,Pbx2,916.4408141,-0.763442439,0.691533153,-1.103985305,0.269599512,0.825339389
987,ENSMUSG00000008398,Elk3,1421.419135,-0.753673606,0.682709586,-1.103944666,0.269617141,0.825339389
11099,ENSMUSG00000048277,Syngr2,1729.243019,0.66542819,0.602791707,1.103910657,0.269631896,0.825339389
6062,ENSMUSG00000029657,Hsph1,1422.783559,0.783458291,0.709852859,1.103691111,0.269727153,0.825339389
13658,ENSMUSG00000069873,4930438A08Rik,351.7774833,2.002872297,1.814721257,1.103680408,0.269731797,0.825339389
10802,ENSMUSG00000046447,Camk2n1,11.04169103,-3.020816304,2.737053247,-1.103674657,0.269734293,0.825339389
14543,ENSMUSG00000078515,Ddi2,4108.3965,0.758406295,0.687228753,1.103571834,0.269778915,0.825339389
1967,ENSMUSG00000020191,Spata48,14.77767893,4.064149779,3.683207658,1.103426729,0.269841894,0.825339389
12161,ENSMUSG00000055737,Ghr,63.54912156,-1.271075878,1.151962952,-1.103399962,0.269853513,0.825339389
3349,ENSMUSG00000023084,Lrrc71,5.22859078,-3.871007636,3.508439434,-1.10334173,0.269878791,0.825339389
4239,ENSMUSG00000025747,Tyms,2100.387476,0.64313934,0.583058984,1.103043359,0.270008336,0.825339389
14805,ENSMUSG00000080237,Gm14239,67.55071062,2.564703824,2.325215774,1.102996055,0.270028878,0.825339389
7533,ENSMUSG00000033220,Rac2,3544.019816,0.899123743,0.815284828,1.102833896,0.270099305,0.825339389
3863,ENSMUSG00000024841,Eif1ad,1400.967301,0.655754997,0.594641707,1.102773299,0.270125626,0.825339389
7217,ENSMUSG00000032340,Neo1,27.26973097,-2.370963322,2.150024922,-1.102760855,0.270131032,0.825339389
2491,ENSMUSG00000021240,Abcd4,89.45486131,-1.123790472,1.019075723,-1.102754631,0.270133735,0.825339389
1606,ENSMUSG00000018451,6330403K07Rik,5.526559017,-5.283647042,4.791354981,-1.102745896,0.27013753,0.825339389
1675,ENSMUSG00000018920,Cxcl16,5.526559017,-5.283647042,4.791354981,-1.102745896,0.27013753,0.825339389
3648,ENSMUSG00000024347,Psd2,5.526559017,-5.283647042,4.791354981,-1.102745896,0.27013753,0.825339389
5078,ENSMUSG00000027584,Oprl1,5.526559017,-5.283647042,4.791354981,-1.102745896,0.27013753,0.825339389
12394,ENSMUSG00000057606,Colq,5.526559017,-5.283647042,4.791354981,-1.102745896,0.27013753,0.825339389
13529,ENSMUSG00000068407,Rnase12,5.526559017,-5.283647042,4.791354981,-1.102745896,0.27013753,0.825339389
14780,ENSMUSG00000079657,Rab26,5.526559017,-5.283647042,4.791354981,-1.102745896,0.27013753,0.825339389
17498,ENSMUSG00000100349,Gm28188,5.526559017,-5.283647042,4.791354981,-1.102745896,0.27013753,0.825339389
18090,ENSMUSG00000103686,Gm37073,5.526559017,-5.283647042,4.791354981,-1.102745896,0.27013753,0.825339389
4127,ENSMUSG00000025410,Dctn2,2089.431224,0.751323867,0.681441567,1.102550687,0.270222335,0.82545506
11086,ENSMUSG00000048216,Gpr85,7.129860127,-3.609840943,3.274446385,-1.102427867,0.270275702,0.825474669
4241,ENSMUSG00000025757,Hspa4l,3264.518251,0.670020914,0.608007233,1.101994972,0.270463858,0.825820037
5494,ENSMUSG00000028524,Sgip1,76.99795314,1.100908905,0.999053779,1.101951595,0.270482716,0.825820037
358,ENSMUSG00000002409,Dyrk1b,257.9429778,1.24971005,1.134342163,1.101704663,0.270590089,0.825887223
12218,ENSMUSG00000056153,Socs6,1704.992706,-0.628709006,0.570679491,-1.101684948,0.270598663,0.825887223
15325,ENSMUSG00000083827,Gm15712,24.98493018,-2.407133487,2.185392815,-1.101464904,0.270694371,0.825939444
15726,ENSMUSG00000085984,1700001G11Rik,4.82515692,-5.092291741,4.623733359,-1.101337674,0.27074972,0.825939444
15,ENSMUSG00000000134,Tfe3,510.4798985,0.954288439,0.866493857,1.101321644,0.270756694,0.825939444
3220,ENSMUSG00000022807,Osbpl11,766.6995532,-0.675387356,0.613324985,-1.101190026,0.270813962,0.825970839
14975,ENSMUSG00000081631,Gm12005,9.428520718,-3.108088199,2.823436634,-1.100817408,0.270976134,0.826134097
6244,ENSMUSG00000030161,Gabarapl1,2425.941847,-0.613483355,0.557342722,-1.100729104,0.271014576,0.826134097
6807,ENSMUSG00000031494,Cd209a,55.15787957,1.586004407,1.44098605,1.10063828,0.271054118,0.826134097
14262,ENSMUSG00000074738,Fndc10,86.22102093,-1.565055032,1.421956096,-1.10063527,0.271055429,0.826134097
10554,ENSMUSG00000044864,Ankrd50,580.2036972,-1.227281661,1.115441206,-1.100265665,0.271216387,0.826156592
5916,ENSMUSG00000029384,2010109A12Rik,6.470376713,-3.467437509,3.151617885,-1.10020873,0.271241188,0.826156592
11780,ENSMUSG00000052825,Gm9892,222.0414553,1.305284778,1.186423383,1.100184637,0.271251683,0.826156592
5890,ENSMUSG00000029310,Nudt9,1118.906176,0.79560997,0.723215753,1.100100444,0.27128836,0.826156592
8469,ENSMUSG00000036781,Rps27l,490.5516704,0.985461843,0.895810137,1.100078915,0.27129774,0.826156592
8922,ENSMUSG00000038233,Gask1a,4.610695847,-5.023983878,4.567817402,-1.099865305,0.271390814,0.826203573
8871,ENSMUSG00000038080,Kdm1b,693.5901767,-0.852397503,0.775028129,-1.099827827,0.271407146,0.826203573
10328,ENSMUSG00000043602,Zfp3,83.24611872,-2.105347917,1.915125228,-1.099326502,0.271625677,0.826652513
16685,ENSMUSG00000094437,Gm9830,14.42495496,-2.935550477,2.670600877,-1.099209733,0.271676594,0.826652513
15679,ENSMUSG00000085795,Zfp703,85.30132898,1.153557798,1.049549134,1.099098422,0.271725138,0.826652513
13173,ENSMUSG00000064246,Chil1,910.846214,1.553709011,1.413673093,1.099058205,0.271742679,0.826652513
11055,ENSMUSG00000048001,Hes5,5.139003531,-5.183447979,4.718084266,-1.09863404,0.271927724,0.826819663
11845,ENSMUSG00000053317,Sec61b,772.0095136,1.042755429,0.94921356,1.098546705,0.271965835,0.826819663
1905,ENSMUSG00000020086,Macroh2a2,70.6378666,-2.11837072,1.928434532,-1.098492422,0.271989525,0.826819663
8494,ENSMUSG00000036864,Proser3,151.6718189,-1.386802007,1.262960898,-1.098056171,0.272179962,0.826819663
16467,ENSMUSG00000092029,Gm9027,203.7403897,-0.91922169,0.837312383,-1.097824072,0.272281318,0.826819663
9977,ENSMUSG00000041878,8430432A02Rik,5.419087925,-5.26000044,4.791464077,-1.097785636,0.272298105,0.826819663
13860,ENSMUSG00000071561,Cstdc5,5.419087925,-5.26000044,4.791464077,-1.097785636,0.272298105,0.826819663
15433,ENSMUSG00000084772,Gm15473,5.419087925,-5.26000044,4.791464077,-1.097785636,0.272298105,0.826819663
16426,ENSMUSG00000091742,Gm5093,5.419087925,-5.26000044,4.791464077,-1.097785636,0.272298105,0.826819663
2345,ENSMUSG00000020914,Top2a,34631.86644,0.619644006,0.564468587,1.097747546,0.272314742,0.826819663
12528,ENSMUSG00000058818,Pirb,769.3736993,1.626114443,1.482230221,1.09707279,0.272609574,0.826819663
1468,ENSMUSG00000017176,Nt5c3b,504.553104,-1.161745313,1.059153515,-1.096862067,0.272701693,0.826819663
11024,ENSMUSG00000047832,Cdca4,1208.312425,0.630060242,0.574653446,1.096417756,0.272895997,0.826819663
3449,ENSMUSG00000023940,Sgo1,1232.563979,0.756271445,0.68983113,1.096313884,0.272941436,0.826819663
10974,ENSMUSG00000047528,Flacc1,8.681019494,4.461232297,4.06934507,1.096302285,0.27294651,0.826819663
1077,ENSMUSG00000010051,Hyal1,240.2043716,1.706441054,1.556642402,1.096231897,0.272977304,0.826819663
8147,ENSMUSG00000035413,Tmem98,199.3178643,-2.025813659,1.848288202,-1.09604858,0.273057516,0.826819663
8652,ENSMUSG00000037364,Srrt,5754.643666,0.715247217,0.653088433,1.095176672,0.273439244,0.826819663
12127,ENSMUSG00000055485,Soga1,657.8558953,-0.756614499,0.690862658,-1.095173534,0.273440618,0.826819663
1611,ENSMUSG00000018481,Appbp2,2792.738007,-0.652206719,0.595582167,-1.09507429,0.273484091,0.826819663
10627,ENSMUSG00000045294,Insig1,1284.955684,-0.650089786,0.593718569,-1.094946022,0.273540285,0.826819663
6604,ENSMUSG00000030994,D7Ertd443e,13.51147401,-2.818376753,2.574316548,-1.094805825,0.273601714,0.826819663
10843,ENSMUSG00000046721,Rpl14-ps1,7188.694888,-1.042758912,0.95246032,-1.094805621,0.273601804,0.826819663
1221,ENSMUSG00000014301,Pam16,126.1872576,-1.055929525,0.964542036,-1.094747026,0.27362748,0.826819663
13081,ENSMUSG00000063531,Sema3e,4.632570287,-5.030001797,4.594931652,-1.094684791,0.273654754,0.826819663
4537,ENSMUSG00000026429,Ube2t,378.8640801,0.816916741,0.746332355,1.094575006,0.273702871,0.826819663
14395,ENSMUSG00000075700,Selenot,8116.383714,0.744030437,0.679921884,1.094288116,0.273828636,0.826819663
6803,ENSMUSG00000031487,Brf2,137.6104563,1.171388601,1.070505898,1.094238344,0.273850459,0.826819663
8580,ENSMUSG00000037138,Aff3,3251.97055,-1.145447024,1.046825626,-1.094209958,0.273862905,0.826819663
8639,ENSMUSG00000037337,Map4k1,1011.768311,-0.723499914,0.661274657,-1.094098959,0.273911579,0.826819663
13893,ENSMUSG00000071713,Csf2rb,1132.520516,1.124099245,1.027503373,1.094010272,0.273950473,0.826819663
5313,ENSMUSG00000028121,Bcar3,25.40493408,-1.706033692,1.559446825,-1.093999272,0.273955297,0.826819663
7479,ENSMUSG00000033020,Polr2f,312.7721975,1.082918721,0.99047351,1.09333436,0.274247022,0.826819663
5955,ENSMUSG00000029449,Rhof,209.4334513,-0.908973866,0.83139473,-1.093312038,0.274256819,0.826819663
15953,ENSMUSG00000087168,Gm15983,14.55304282,4.040597688,3.695896073,1.093266047,0.274277006,0.826819663
5922,ENSMUSG00000029392,Rilpl1,102.4318744,-1.010459753,0.924281228,-1.093238424,0.27428913,0.826819663
11398,ENSMUSG00000050240,Hic2,202.9848001,-0.821635392,0.751597018,-1.093186072,0.274312111,0.826819663
3165,ENSMUSG00000022701,Ccdc191,643.2418003,-1.043685488,0.954723569,-1.093180814,0.274314419,0.826819663
7692,ENSMUSG00000033883,Zfp267,515.9463701,-0.755616388,0.691305973,-1.093027426,0.274381758,0.826819663
7534,ENSMUSG00000033222,Ttf2,1486.965146,0.635523275,0.581494038,1.092914516,0.274431334,0.826819663
2975,ENSMUSG00000022324,Matn2,77.1424663,-2.074871851,1.89867972,-1.092797184,0.274482858,0.826819663
86,ENSMUSG00000000682,Cd52,2001.029139,1.02493013,0.937937417,1.092748953,0.27450404,0.826819663
15858,ENSMUSG00000086727,4931428L18Rik,4.55505919,-5.006999808,4.582641779,-1.092601178,0.274568945,0.826819663
13316,ENSMUSG00000066043,Phactr4,723.035676,0.848199172,0.77637384,1.092513849,0.274607307,0.826819663
9964,ENSMUSG00000041836,Ptpre,4988.098858,-0.636781679,0.582964764,-1.092315897,0.274694275,0.826819663
10920,ENSMUSG00000047193,Dync2h1,1446.036608,-0.647470558,0.592850573,-1.092131116,0.274775474,0.826819663
964,ENSMUSG00000007989,Fzd3,142.4742337,-0.90530029,0.828937804,-1.092120887,0.27477997,0.826819663
1279,ENSMUSG00000015002,Efr3a,3391.06029,-0.681537583,0.624304973,-1.091674122,0.274976363,0.826819663
17095,ENSMUSG00000097415,AU020206,129.6933994,-1.420207035,1.300997892,-1.091629006,0.274996202,0.826819663
13523,ENSMUSG00000068335,Dok1,750.8321333,1.056511644,0.967921474,1.091526196,0.275041411,0.826819663
765,ENSMUSG00000005774,Rfx5,1301.081652,-0.628361896,0.575678842,-1.091514661,0.275046484,0.826819663
5351,ENSMUSG00000028207,Asph,2993.503674,0.657222378,0.602231291,1.091312238,0.275135515,0.826819663
9723,ENSMUSG00000040811,Eml2,287.4102911,-0.769872893,0.705511246,-1.09122696,0.275173028,0.826819663
7346,ENSMUSG00000032579,Hemk1,159.5812813,-0.952983291,0.873332747,-1.091202974,0.27518358,0.826819663
635,ENSMUSG00000004668,Abca13,2453.41741,1.58317544,1.450856418,1.091200632,0.27518461,0.826819663
5085,ENSMUSG00000027602,Map1lc3a,22.38492243,-1.821002841,1.669103667,-1.091006435,0.275270051,0.826819663
4020,ENSMUSG00000025176,Hoga1,4.858919136,-5.10252806,4.677037656,-1.090974338,0.275284175,0.826819663
6388,ENSMUSG00000030519,Apba2,4.858919136,-5.10252806,4.677037656,-1.090974338,0.275284175,0.826819663
10413,ENSMUSG00000044139,Prss53,4.858919136,-5.10252806,4.677037656,-1.090974338,0.275284175,0.826819663
8059,ENSMUSG00000035112,Wnk4,69.95811508,3.429317827,3.143494499,1.090925347,0.275305733,0.826819663
1835,ENSMUSG00000019935,Slc17a8,5.313999055,-5.226972478,4.791619471,-1.090857174,0.275335734,0.826819663
3287,ENSMUSG00000022949,Clic6,5.313999055,-5.226972478,4.791619471,-1.090857174,0.275335734,0.826819663
6517,ENSMUSG00000030772,Dkk3,5.313999055,-5.226972478,4.791619471,-1.090857174,0.275335734,0.826819663
11264,ENSMUSG00000049410,Zfp683,5.313999055,-5.226972478,4.791619471,-1.090857174,0.275335734,0.826819663
12153,ENSMUSG00000055691,Gja6,5.313999055,-5.226972478,4.791619471,-1.090857174,0.275335734,0.826819663
14939,ENSMUSG00000081418,Gm14830,5.313999055,-5.226972478,4.791619471,-1.090857174,0.275335734,0.826819663
15055,ENSMUSG00000082078,Gm12098,5.313999055,-5.226972478,4.791619471,-1.090857174,0.275335734,0.826819663
15251,ENSMUSG00000083307,AA414768,5.313999055,-5.226972478,4.791619471,-1.090857174,0.275335734,0.826819663
17988,ENSMUSG00000103301,Gm37804,5.313999055,-5.226972478,4.791619471,-1.090857174,0.275335734,0.826819663
17190,ENSMUSG00000097744,D030040B21Rik,5.295926836,-5.226889282,4.791619867,-1.090839722,0.275343415,0.826819663
17504,ENSMUSG00000100396,Gm29367,5.295926836,-5.226889282,4.791619867,-1.090839722,0.275343415,0.826819663
17689,ENSMUSG00000102231,1700074A21Rik,5.295926836,-5.226889282,4.791619867,-1.090839722,0.275343415,0.826819663
10490,ENSMUSG00000044519,Zfp488,2.246361142,5.264035607,4.826224604,1.090715008,0.275398305,0.826819663
13541,ENSMUSG00000068600,Gml2,2.246361142,5.264035607,4.826224604,1.090715008,0.275398305,0.826819663
15884,ENSMUSG00000086843,E030013I19Rik,2.246361142,5.264035607,4.826224604,1.090715008,0.275398305,0.826819663
16112,ENSMUSG00000089659,Gm3470,2.246361142,5.264035607,4.826224604,1.090715008,0.275398305,0.826819663
2476,ENSMUSG00000021209,Ppp4r4,4.634471398,-5.033636776,4.615401048,-1.090617418,0.275441262,0.826819663
11113,ENSMUSG00000048351,Coa7,299.8494858,-1.098416027,1.007201449,-1.090562398,0.275465483,0.826819663
7162,ENSMUSG00000032231,Anxa2,1315.592928,0.977273924,0.896266455,1.090383243,0.27554436,0.826915256
17894,ENSMUSG00000102992,Gm37766,16.4154217,-4.017789356,3.686563069,-1.089846906,0.275780588,0.827482948
17077,ENSMUSG00000097375,6720427I07Rik,1565.252006,-0.714361405,0.655612546,-1.089609114,0.275885367,0.827523443
10235,ENSMUSG00000042938,Gm14117,124.5918793,1.093535268,1.00362588,1.089584565,0.275896185,0.827523443
3102,ENSMUSG00000022561,Gpaa1,398.0411469,0.819271347,0.751972881,1.08949587,0.275935275,0.827523443
11795,ENSMUSG00000052921,Arhgef15,24.5360347,-2.375640254,2.18188999,-1.088799282,0.276242409,0.828303252
3353,ENSMUSG00000023092,Fhl1,75.83556094,-1.206502548,1.108285776,-1.088620439,0.2763213,0.828398536
16653,ENSMUSG00000094088,Ighv1-64,32.81678944,3.609550151,3.31774239,1.087953713,0.276615542,0.82913929
3684,ENSMUSG00000024422,Dhx16,1646.146653,0.716392213,0.658626485,1.087706355,0.276724761,0.82932529
8753,ENSMUSG00000037725,Ckap2,1554.219572,0.715725664,0.658120876,1.08752919,0.276803005,0.829418412
3572,ENSMUSG00000024181,Mrpl28,372.7856741,0.795413722,0.731728159,1.087034457,0.277021582,0.829931927
14632,ENSMUSG00000078902,Gm14443,24.50037138,-2.372527284,2.183397525,-1.08662177,0.277204,0.830267325
1280,ENSMUSG00000015013,Trappc2l,202.1039608,0.826964369,0.761079577,1.086567547,0.277227974,0.830267325
16455,ENSMUSG00000091957,Rps2-ps10,245.0841395,0.95662863,0.88057596,1.086366961,0.277316673,0.830391529
15979,ENSMUSG00000087259,2610035D17Rik,262.6697956,-1.673145708,1.540857304,-1.085853767,0.277543694,0.830854701
3088,ENSMUSG00000022545,Ercc4,506.0436398,-0.927348345,0.854066315,-1.085803676,0.27756586,0.830854701
15431,ENSMUSG00000084760,Gm15472,30.79284838,2.844857782,2.62045742,1.085634042,0.277640933,0.8309191
11573,ENSMUSG00000051361,6030498E09Rik,24.07126085,-2.44479299,2.252141407,-1.085541513,0.277681888,0.8309191
8447,ENSMUSG00000036686,Cc2d1a,182.3419422,-0.939267256,0.865385142,-1.085374836,0.277755673,0.830921414
11662,ENSMUSG00000052040,Klf13,1220.974524,0.727393425,0.67020715,1.085326269,0.277777175,0.830921414
7283,ENSMUSG00000032462,Pik3cb,535.0454135,0.930028718,0.857152078,1.085021832,0.277911986,0.83118327
15362,ENSMUSG00000084071,Gm13378,117.5277396,1.477433765,1.362410715,1.08442612,0.278175908,0.831544429
413,ENSMUSG00000002835,Chaf1a,2041.851245,0.64950225,0.599035054,1.084247484,0.278255083,0.831544429
1321,ENSMUSG00000015355,Cd48,1295.757521,0.767228946,0.707643946,1.08420195,0.278275267,0.831544429
8076,ENSMUSG00000035172,Plekhh3,33.53580701,2.872196546,2.649695251,1.08397241,0.278377032,0.831544429
14080,ENSMUSG00000073633,Fbxo36,35.56416953,1.471016394,1.357312507,1.08377134,0.278466196,0.831544429
3867,ENSMUSG00000024846,Cst6,5.172765747,-5.193000186,4.791783056,-1.083730237,0.278484425,0.831544429
12092,ENSMUSG00000055159,4930583K01Rik,5.172765747,-5.193000186,4.791783056,-1.083730237,0.278484425,0.831544429
14430,ENSMUSG00000076549,Igkv4-68,5.172765747,-5.193000186,4.791783056,-1.083730237,0.278484425,0.831544429
16414,ENSMUSG00000091617,Gm3752,5.172765747,-5.193000186,4.791783056,-1.083730237,0.278484425,0.831544429
16070,ENSMUSG00000087666,Trav13-5,4.543171414,-5.002073671,4.616421505,-1.083539201,0.278569161,0.831544429
17239,ENSMUSG00000097885,5031434O11Rik,45.20071685,-2.160365276,1.993943892,-1.083463424,0.278602777,0.831544429
1075,ENSMUSG00000010047,Hyal2,123.2211067,0.913749064,0.843422268,1.083382664,0.278638607,0.831544429
6583,ENSMUSG00000030929,Eri2,734.7272907,0.717038732,0.661864075,1.083362521,0.278647544,0.831544429
1860,ENSMUSG00000019990,Pde7b,42.98563433,-2.222678763,2.052875466,-1.082714855,0.278935008,0.832041548
12222,ENSMUSG00000056185,Snx32,111.0753615,1.472064321,1.359630652,1.082694273,0.278944147,0.832041548
4439,ENSMUSG00000026197,Zfand2b,618.1644547,1.208551133,1.116271868,1.082667376,0.27895609,0.832041548
5859,ENSMUSG00000029228,Lnx1,4.743843601,-5.063401012,4.678513746,-1.082266995,0.279133907,0.832165989
3932,ENSMUSG00000024970,Spindoc,166.5249657,-1.386818065,1.28144095,-1.082233298,0.279148876,0.832165989
11787,ENSMUSG00000052889,Prkcb,590.8832242,1.525608732,1.409824224,1.082126911,0.27919614,0.832165989
2909,ENSMUSG00000022178,Ajuba,46.17252511,1.306161258,1.207459171,1.081743623,0.279366464,0.832165989
2527,ENSMUSG00000021302,Ggps1,1153.909868,0.878304827,0.812131181,1.081481474,0.279482997,0.832165989
2820,ENSMUSG00000021982,Cdadc1,425.6278817,0.820679071,0.759003005,1.081259317,0.279581779,0.832165989
9030,ENSMUSG00000038533,Cbfa2t2,1018.772123,-0.71870918,0.664728023,-1.081207885,0.279604651,0.832165989
7505,ENSMUSG00000033105,Lss,324.7696814,-0.973834754,0.900894559,-1.080964186,0.279713045,0.832165989
7570,ENSMUSG00000033386,Frrs1,569.0740358,0.696744929,0.644559964,1.080962157,0.279713948,0.832165989
5463,ENSMUSG00000028456,Unc13b,75.79626985,-1.592433287,1.473470249,-1.08073664,0.27981428,0.832165989
10078,ENSMUSG00000042302,Ehbp1,282.4963185,-1.003060972,0.928248562,-1.080595234,0.279877204,0.832165989
16631,ENSMUSG00000093924,Gm12623,2.21826479,5.214491236,4.827654645,1.080129301,0.280084606,0.832165989
13282,ENSMUSG00000065353,Snora73b,286.8822228,1.264512678,1.170805799,1.080036228,0.280126048,0.832165989
12698,ENSMUSG00000060227,Golm2,744.7559244,-1.157476313,1.071759379,-1.079977778,0.280152076,0.832165989
12495,ENSMUSG00000058587,Tmod3,3265.035916,-0.712650514,0.659978814,-1.079808168,0.280227613,0.832165989
3203,ENSMUSG00000022773,Ypel1,243.3663854,-2.006147421,1.857931052,-1.079774957,0.280242406,0.832165989
9663,ENSMUSG00000040613,Apobec1,464.4157183,1.002012775,0.928077507,1.079664971,0.280291398,0.832165989
2666,ENSMUSG00000021646,Mccc2,474.817746,-0.917411646,0.849719587,-1.079663998,0.280291831,0.832165989
1936,ENSMUSG00000020135,Apc2,36.77789964,-1.541444886,1.427910068,-1.079511182,0.280359912,0.832165989
5691,ENSMUSG00000028910,Mecr,199.7825457,0.804751807,0.745582293,1.079360139,0.280427213,0.832165989
12226,ENSMUSG00000056211,R3hdm1,3674.425365,0.669983167,0.621140473,1.078633894,0.280750965,0.832165989
12999,ENSMUSG00000062896,Rpl31-ps11,30.20747008,-1.830015832,1.696667422,-1.078594313,0.280768618,0.832165989
