,Gene,gene_symbol,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
13064,ENSMUSG00000063406,Tmed5,3787.025732,-0.366795353,0.737108815,-0.497613576,0.618756433,0.942686588
1532,ENSMUSG00000017781,Pitpna,2667.950311,0.278056679,0.558804846,0.497591746,0.618771823,0.942686588
3027,ENSMUSG00000022428,Cby1,537.2513536,-0.474000924,0.952782467,-0.497491233,0.618842684,0.942686588
1803,ENSMUSG00000019851,Perp,52.38993106,-0.623145436,1.252847601,-0.497383269,0.618918802,0.942686588
4086,ENSMUSG00000025316,Banp,707.8383432,0.414848013,0.834325822,0.497225426,0.619030093,0.942686588
8818,ENSMUSG00000037957,Wdr20,1167.041408,0.353745098,0.711596162,0.49711496,0.619107986,0.942686588
310,ENSMUSG00000002100,Mybpc3,11.23712065,-1.967751894,3.958354381,-0.497113625,0.619108927,0.942686588
5298,ENSMUSG00000028089,Chd1l,1667.670151,-0.323463868,0.650780177,-0.497040137,0.619160747,0.942686588
4597,ENSMUSG00000026565,Pou2f1,3199.909432,0.339863659,0.683840409,0.496992653,0.619194232,0.942686588
3639,ENSMUSG00000024327,Slc39a7,1297.756726,-0.389742331,0.78423891,-0.496968878,0.619210998,0.942686588
7053,ENSMUSG00000031979,Cog2,774.6792243,0.379006451,0.762743543,0.496898931,0.619260326,0.942686588
6447,ENSMUSG00000030649,Anapc15,697.6911037,0.318300688,0.640590635,0.496886266,0.619269257,0.942686588
4700,ENSMUSG00000026766,Mmadhc,1044.367856,0.320595257,0.645267241,0.496841056,0.619301141,0.942686588
203,ENSMUSG00000001416,Cct3,6610.335317,-0.356569617,0.717780675,-0.496766811,0.619353502,0.942686588
10701,ENSMUSG00000045799,Gm9800,1547.154765,0.432637016,0.871126216,0.496641024,0.619442218,0.942686588
6024,ENSMUSG00000029592,Usp30,268.1138899,-0.551761399,1.111039112,-0.496617439,0.619458853,0.942686588
5245,ENSMUSG00000027995,Tlr2,416.402521,0.335053466,0.674689904,0.496603645,0.619468582,0.942686588
17084,ENSMUSG00000097392,Thoc2l,386.8621444,-0.392995314,0.791474906,-0.496535407,0.619516713,0.942686588
3894,ENSMUSG00000024901,Peli3,0.738966535,-2.399687307,4.833193635,-0.49650138,0.619540714,0.942686588
6879,ENSMUSG00000031637,Lrp2bp,0.738966535,-2.399687307,4.833193635,-0.49650138,0.619540714,0.942686588
13250,ENSMUSG00000064930,Gm23723,0.738966535,-2.399687307,4.833193635,-0.49650138,0.619540714,0.942686588
14827,ENSMUSG00000080753,Gm15613,0.738966535,-2.399687307,4.833193635,-0.49650138,0.619540714,0.942686588
15318,ENSMUSG00000083796,Gm13369,0.738966535,-2.399687307,4.833193635,-0.49650138,0.619540714,0.942686588
16037,ENSMUSG00000087518,Gm13561,0.738966535,-2.399687307,4.833193635,-0.49650138,0.619540714,0.942686588
16231,ENSMUSG00000090117,Gm16541,0.738966535,-2.399687307,4.833193635,-0.49650138,0.619540714,0.942686588
7348,ENSMUSG00000032582,Rbm6,6086.761838,0.270756675,0.545342592,0.496489141,0.619549347,0.942686588
8023,ENSMUSG00000034974,Dapk3,249.5399996,-0.362098304,0.729374406,-0.49645052,0.619576589,0.942686588
14266,ENSMUSG00000074749,Kiz,1243.874072,0.304643256,0.613692424,0.496410325,0.619604942,0.942686588
13406,ENSMUSG00000067038,Rps12-ps3,5457.345011,0.390696663,0.787125962,0.496358502,0.619641498,0.942686588
9678,ENSMUSG00000040667,Nup88,2352.569748,0.272941517,0.550022964,0.496236585,0.619727502,0.942686588
15638,ENSMUSG00000085666,Tdg-ps2,233.9334638,-0.459702008,0.926507794,-0.496166369,0.619777037,0.942686588
1499,ENSMUSG00000017561,Crlf3,3899.511062,0.357645612,0.720819353,0.496165385,0.619777731,0.942686588
1507,ENSMUSG00000017670,Elmo2,1007.769736,0.302778586,0.610244195,0.496159715,0.619781731,0.942686588
12430,ENSMUSG00000058013,Septin11,2486.744337,0.292005996,0.588784311,0.49594731,0.619931586,0.942686588
17900,ENSMUSG00000103006,4933417C20Rik,161.7784663,-0.648263617,1.307594268,-0.49576817,0.620057984,0.942686588
1883,ENSMUSG00000020038,Cry1,549.9143352,0.329400884,0.664431996,0.495763128,0.620061542,0.942686588
2743,ENSMUSG00000021811,Dnajc9,4151.223883,0.348608984,0.703279351,0.495690629,0.6201127,0.942686588
10873,ENSMUSG00000046873,Mbtps2,643.4200564,-0.419493608,0.84644993,-0.495591757,0.620182469,0.942686588
178,ENSMUSG00000001228,Uhrf1,5971.738354,0.282220296,0.569543943,0.495519792,0.620233255,0.942686588
6833,ENSMUSG00000031546,Gins4,965.8793454,0.305619669,0.616816529,0.495479052,0.620262005,0.942686588
4534,ENSMUSG00000026425,Srgap2,977.3360584,0.358636134,0.724002969,0.495351745,0.620351851,0.942686588
3131,ENSMUSG00000022634,Yaf2,566.9999699,0.325307888,0.656746346,0.495332619,0.620365349,0.942686588
5996,ENSMUSG00000029528,Pxn,1517.948415,-0.326675755,0.659546575,-0.495303542,0.620385871,0.942686588
18185,ENSMUSG00000103975,Gm37676,78.66974152,-1.021227201,2.062486202,-0.495143774,0.620498637,0.942686588
13168,ENSMUSG00000064208,Gm10145,1.970765804,-2.360151538,4.767474001,-0.495052839,0.620562823,0.942686588
10959,ENSMUSG00000047443,Erfe,6.847513747,2.189814576,4.423876524,0.494999027,0.620600807,0.942686588
9745,ENSMUSG00000040888,Gfer,438.8246473,-0.437290626,0.883535333,-0.494932811,0.620647549,0.942686588
4967,ENSMUSG00000027342,Pcna,10546.48922,0.268754607,0.543018302,0.494927346,0.620651406,0.942686588
5160,ENSMUSG00000027782,Kpna4,4496.565081,0.319464211,0.645536897,0.494881412,0.620683833,0.942686588
463,ENSMUSG00000003206,Ebi3,178.3237818,-0.442334854,0.893911501,-0.4948307,0.620719632,0.942686588
3135,ENSMUSG00000022639,Dubr,138.2052848,-0.417310013,0.843343188,-0.494828226,0.620721378,0.942686588
5976,ENSMUSG00000029480,Dhx37,674.0188844,-0.373653639,0.755294508,-0.494712506,0.620803072,0.942686588
6531,ENSMUSG00000030795,Fus,1607.961171,-0.292769432,0.591811332,-0.494700619,0.620811465,0.942686588
4628,ENSMUSG00000026617,Bpnt1,440.289782,-0.432876873,0.875199782,-0.494603497,0.620880033,0.942686588
511,ENSMUSG00000003527,Ess2,523.6882201,-0.361169978,0.730381049,-0.494495275,0.620956443,0.942686588
5024,ENSMUSG00000027459,Fam110a,253.7715974,-0.492095062,0.995439449,-0.494349569,0.621059324,0.942686588
16075,ENSMUSG00000087687,Pet100,751.2276205,0.356350439,0.721076632,0.494192188,0.621170456,0.942686588
10174,ENSMUSG00000042642,Flad1,318.8543435,-0.344278936,0.696923149,-0.493998423,0.621307294,0.942686588
5323,ENSMUSG00000028138,Adh5,2100.550518,-0.403249609,0.816479866,-0.493888001,0.621385279,0.942686588
3571,ENSMUSG00000024180,Pgap6,395.4318619,-0.50200945,1.016451555,-0.493884285,0.621387903,0.942686588
1502,ENSMUSG00000017631,Abr,2709.519999,-0.278371594,0.563676395,-0.493850011,0.62141211,0.942686588
15449,ENSMUSG00000084834,4930565N06Rik,3.291168728,2.067088974,4.187093133,0.493681155,0.621531376,0.942686588
1749,ENSMUSG00000019590,Cyb561,55.65567877,0.583289268,1.181943347,0.493500191,0.621659205,0.942686588
1598,ENSMUSG00000018417,Myo1b,57.71935179,0.753449335,1.526774015,0.493491065,0.621665651,0.942686588
10044,ENSMUSG00000042178,Armc5,461.1218687,-0.341774689,0.692606183,-0.493461793,0.62168633,0.942686588
1242,ENSMUSG00000014550,Rbsn,1161.923811,-0.308404556,0.625084253,-0.493380779,0.621743561,0.942686588
2585,ENSMUSG00000021468,Sptlc1,992.9825776,-0.342259877,0.693728526,-0.493362841,0.621756233,0.942686588
2123,ENSMUSG00000020486,Septin4,112.8082704,0.53075133,1.075786524,0.4933612,0.621757393,0.942686588
5347,ENSMUSG00000028191,Bcl10,789.6482651,-0.292353835,0.592826079,-0.493152791,0.621904632,0.942686588
7262,ENSMUSG00000032413,Rasa2,879.9782378,-0.380768163,0.77219192,-0.493100424,0.621941631,0.942686588
4605,ENSMUSG00000026577,Blzf1,1135.681993,-0.321404392,0.65180687,-0.493097583,0.621943639,0.942686588
14174,ENSMUSG00000074247,Dda1,267.7002492,-0.39924454,0.809915673,-0.492945813,0.622050875,0.942686588
16257,ENSMUSG00000090215,Trim34b,10.01587318,-1.386627334,2.813129364,-0.492912751,0.622074237,0.942686588
2811,ENSMUSG00000021965,Ska3,771.9429567,0.342084891,0.694014029,0.492907746,0.622077774,0.942686588
5977,ENSMUSG00000029482,Aacs,449.7255469,0.336320011,0.682404957,0.492845206,0.622121966,0.942686588
7458,ENSMUSG00000032913,Lrig2,1179.201692,0.316999699,0.64330749,0.49276544,0.622178333,0.942686588
12760,ENSMUSG00000060791,Gmfg,4116.287751,-0.33721079,0.684340236,-0.492753125,0.622187036,0.942686588
2917,ENSMUSG00000022194,Pabpn1,2415.115935,0.346932391,0.704383404,0.492533454,0.622342278,0.942686588
3288,ENSMUSG00000022951,Rcan1,214.9400472,0.415232044,0.843100402,0.492506045,0.62236165,0.942686588
282,ENSMUSG00000001962,Fam50a,583.63423,-0.389395083,0.790666369,-0.492489751,0.622373165,0.942686588
1001,ENSMUSG00000008683,Rps15a,8535.686014,-0.34765252,0.706086038,-0.492365663,0.622460868,0.942686588
2926,ENSMUSG00000022210,Dhrs4,685.9911502,-0.410586063,0.833924611,-0.492353935,0.622469158,0.942686588
7615,ENSMUSG00000033581,Igf2bp2,66.01320997,-0.685821051,1.393062218,-0.492311859,0.622498898,0.942686588
5733,ENSMUSG00000028988,Ctnnbip1,196.5708746,-0.374978075,0.761833973,-0.492204454,0.622574816,0.942686588
2234,ENSMUSG00000020712,Tcam1,117.3452478,-0.968425355,1.967703727,-0.492160147,0.622606135,0.942686588
5096,ENSMUSG00000027630,Tbl1xr1,6835.280216,-0.287748517,0.584675751,-0.492150593,0.622612889,0.942686588
9857,ENSMUSG00000041375,Ccdc9,799.0977831,-0.315629657,0.641329169,-0.492149231,0.622613852,0.942686588
2428,ENSMUSG00000021103,Mnat1,942.6752506,-0.423484518,0.861218172,-0.491727337,0.62291211,0.943056968
8608,ENSMUSG00000037236,Matr3,13499.92668,-0.318953404,0.649042977,-0.491421085,0.623128654,0.943119568
2332,ENSMUSG00000020891,Alox8,14.17348897,1.910357734,3.887548623,0.491404203,0.623140592,0.943119568
7079,ENSMUSG00000032024,Clmp,14.17348897,1.910357734,3.887548623,0.491404203,0.623140592,0.943119568
4328,ENSMUSG00000025967,Eef1b2,20404.69864,-0.379308395,0.771947665,-0.491365428,0.623168011,0.943119568
14137,ENSMUSG00000074064,Mlycd,209.4405231,0.482856731,0.983041469,0.491186533,0.623294523,0.943229848
17294,ENSMUSG00000098134,Rnf113a2,527.9123153,-0.338718446,0.689844863,-0.491006694,0.623421713,0.943295193
15373,ENSMUSG00000084111,Gm15710,40.79118608,1.664034205,3.390339087,0.490816453,0.623556272,0.943295193
11217,ENSMUSG00000049086,Bmyc,64.70408314,-1.008285995,2.054629196,-0.490738668,0.623611294,0.943295193
12945,ENSMUSG00000062397,Zfp706,2375.374425,-0.41879819,0.853422737,-0.490727715,0.623619041,0.943295193
16330,ENSMUSG00000090862,Rps13,17039.81388,-0.361297175,0.736292893,-0.490697627,0.623640325,0.943295193
10137,ENSMUSG00000042507,Mideas,1429.689917,0.319585901,0.651424981,0.490595095,0.623712856,0.943295193
13376,ENSMUSG00000066643,Wdr35,245.5397929,-0.349895894,0.713207869,-0.490594551,0.623713241,0.943295193
5825,ENSMUSG00000029165,Agbl5,528.409298,-0.410669101,0.83733736,-0.490446408,0.623818044,0.943372552
11920,ENSMUSG00000053907,Mat2a,5058.574696,0.300333742,0.612531643,0.490315472,0.62391068,0.9434315
927,ENSMUSG00000007480,Mc5r,220.665294,-0.952235815,1.942689189,-0.490163749,0.624018031,0.943512687
17332,ENSMUSG00000098506,Phf20-ps,8.321573683,1.26061572,2.572344811,0.490064829,0.624088025,0.943537381
2576,ENSMUSG00000021432,Slc35b3,229.5156455,-0.483927096,0.98769685,-0.489955087,0.624165681,0.943573653
8990,ENSMUSG00000038417,Fig4,1692.076915,0.312254856,0.637945805,0.489469252,0.624509518,0.944012282
9744,ENSMUSG00000040883,Tmem205,72.24453956,-0.545778313,1.11536112,-0.489328795,0.624608938,0.944081403
10228,ENSMUSG00000042842,Serpinb6b,872.9744168,0.47008111,0.961186477,0.489063383,0.624796824,0.944193051
17506,ENSMUSG00000100441,Gm7266,11.27763244,-1.467673094,3.00151811,-0.488976924,0.624858034,0.944193051
8852,ENSMUSG00000038037,Socs1,81.23014965,0.509168995,1.041334277,0.488958259,0.624871249,0.944193051
1106,ENSMUSG00000010554,Mettl16,1672.219728,-0.371337988,0.759505032,-0.488921037,0.624897602,0.944193051
6098,ENSMUSG00000029735,Tpk1,471.7826025,-0.307858394,0.629871247,-0.488764006,0.625008784,0.944279897
6415,ENSMUSG00000030583,Sipa1l3,447.4534371,-0.320043956,0.655042802,-0.4885848,0.625135676,0.944305997
3276,ENSMUSG00000022911,Arl13b,445.9464103,-0.368115002,0.753660865,-0.488435873,0.625241138,0.944305997
17200,ENSMUSG00000097772,5430416N02Rik,640.2258478,-0.505132159,1.034718112,-0.488183355,0.625419973,0.944305997
2361,ENSMUSG00000020946,Gosr2,1671.178264,-0.281454212,0.576589607,-0.488136116,0.625453431,0.944305997
7189,ENSMUSG00000032293,Ireb2,1978.816455,0.299806639,0.614378482,0.487983625,0.62556144,0.944305997
16458,ENSMUSG00000091985,Gm17354,13.85199479,-1.363498205,2.794301906,-0.487956653,0.625580545,0.944305997
5158,ENSMUSG00000027777,Schip1,12.83145698,-0.937396197,1.921455083,-0.487857461,0.625650808,0.944305997
5102,ENSMUSG00000027641,Rbl1,4766.209921,0.280501075,0.575039877,0.487794127,0.625695671,0.944305997
11124,ENSMUSG00000048439,Nupl2,223.4797363,0.415390544,0.851759168,0.48768544,0.625772667,0.944305997
2682,ENSMUSG00000021686,Ap3b1,4200.770293,-0.31507649,0.6461622,-0.487612073,0.625824643,0.944305997
16120,ENSMUSG00000089682,Bcl2l2,273.8255835,-0.412912714,0.846866241,-0.487577252,0.625849312,0.944305997
75,ENSMUSG00000000568,Hnrnpd,2315.710273,0.299002303,0.613283766,0.487543157,0.625873467,0.944305997
9360,ENSMUSG00000039633,Lonrf1,283.471329,-0.362792133,0.744137595,-0.48753367,0.625880188,0.944305997
10017,ENSMUSG00000042043,Tbca,703.6107945,0.362206169,0.742967387,0.487512878,0.625894919,0.944305997
12982,ENSMUSG00000062743,Zfp677,624.6401885,-0.319984359,0.656482439,-0.487422573,0.6259589,0.944305997
6637,ENSMUSG00000031105,Slc25a14,127.2542894,-0.509648882,1.045695633,-0.487377843,0.625990592,0.944305997
7883,ENSMUSG00000034518,Hmgxb4,1455.260352,0.294560694,0.604525274,0.487259519,0.626074431,0.944305997
9850,ENSMUSG00000041353,Tmem29,357.2127698,0.526915134,1.081585595,0.487169149,0.626138466,0.944305997
103,ENSMUSG00000000782,Tcf7,40.16944777,0.645496174,1.325207869,0.487090508,0.626194193,0.944305997
16287,ENSMUSG00000090389,Cdv3-ps,17.90728471,1.48112496,3.040932652,0.48706273,0.626213877,0.944305997
12515,ENSMUSG00000058729,Lin9,1499.466201,0.314501842,0.645742532,0.48703907,0.626230644,0.944305997
7192,ENSMUSG00000032298,Neil1,73.04244259,-0.588105138,1.207548269,-0.487024124,0.626241235,0.944305997
3049,ENSMUSG00000022469,Rapgef3,144.3512214,-0.407613745,0.836996382,-0.486995827,0.626261288,0.944305997
11696,ENSMUSG00000052299,Ltn1,2691.869738,0.275795499,0.566607677,0.486748611,0.626436492,0.944489182
3009,ENSMUSG00000022391,Rangap1,3946.717652,0.308017829,0.633066813,0.486548691,0.626578192,0.944503129
883,ENSMUSG00000006705,Pknox1,872.8322962,-0.318628706,0.65515849,-0.48633836,0.626727286,0.944503129
16018,ENSMUSG00000087396,4933407K13Rik,215.6816887,-0.522931274,1.075256345,-0.486331726,0.626731989,0.944503129
11860,ENSMUSG00000053453,Thoc7,1805.952476,0.298491749,0.613935065,0.486194332,0.626829389,0.944503129
2552,ENSMUSG00000021375,Kif13a,2178.71071,-0.337247918,0.693965961,-0.485971844,0.626987129,0.944503129
158,ENSMUSG00000001105,Ift20,1082.781525,0.286166569,0.58891009,0.485925736,0.62701982,0.944503129
9689,ENSMUSG00000040701,Ap1g2,360.1179137,-0.341619681,0.703076883,-0.485892353,0.62704349,0.944503129
4201,ENSMUSG00000025602,Zfp202,184.4562293,-0.945130962,1.945669749,-0.485761246,0.627136454,0.944503129
1845,ENSMUSG00000019961,Tmpo,14830.28164,0.276144436,0.568494947,0.485746508,0.627146904,0.944503129
15704,ENSMUSG00000085890,Tnfsf13os,25.92576583,-1.111519428,2.28851383,-0.48569487,0.627183521,0.944503129
3201,ENSMUSG00000022771,Ppil2,2152.223167,0.300640036,0.619047056,0.485649732,0.62721553,0.944503129
644,ENSMUSG00000004788,Eif2b2,567.7547488,-0.327651975,0.674852866,-0.485516164,0.62731025,0.944503129
4416,ENSMUSG00000026154,Sdhaf4,133.9526756,0.43265414,0.891389707,0.485370356,0.627413656,0.944503129
8906,ENSMUSG00000038181,Chpf2,519.8840167,-0.432689841,0.89160297,-0.485294303,0.627467596,0.944503129
13246,ENSMUSG00000064901,Snora21,90.76404234,0.767276178,1.581403316,0.485186903,0.627543771,0.944503129
13745,ENSMUSG00000070643,Sox13,70.86834999,-0.610566081,1.258839627,-0.485022927,0.627660082,0.944503129
5655,ENSMUSG00000028847,Trappc3,766.7626142,0.322337175,0.664640517,0.484979724,0.627690728,0.944503129
16890,ENSMUSG00000096647,Tmem41b-ps,18.28865576,1.364212691,2.812931497,0.484978995,0.627691245,0.944503129
9653,ENSMUSG00000040569,Slc26a7,15.06588243,1.895576178,3.90907616,0.484916666,0.62773546,0.944503129
6126,ENSMUSG00000029815,Malsu1,335.1530096,-0.517963169,1.068401327,-0.484802064,0.627816758,0.944503129
13809,ENSMUSG00000071151,Gm4799,7.007457381,1.645128231,3.394023203,0.484713313,0.627879722,0.944503129
1996,ENSMUSG00000020257,Wdr82,3654.135843,-0.308876317,0.637376986,-0.48460538,0.627956296,0.944503129
1530,ENSMUSG00000017776,Crk,2233.384611,-0.266925853,0.550862215,-0.484560106,0.627988419,0.944503129
11999,ENSMUSG00000054517,Trim65,420.7923687,0.31113093,0.642205231,0.484472744,0.628050403,0.944503129
5750,ENSMUSG00000029020,Mfn2,1132.272009,-0.289744443,0.59815021,-0.484400804,0.628101448,0.944503129
4830,ENSMUSG00000027007,Itprid2,813.473569,-0.300384089,0.620158327,-0.484366776,0.628125593,0.944503129
6396,ENSMUSG00000030532,Hddc3,57.16112567,-1.005745385,2.076809664,-0.484274222,0.628191268,0.944503129
9867,ENSMUSG00000041426,Hibch,1168.249261,-0.347620183,0.717838889,-0.484259334,0.628201832,0.944503129
2914,ENSMUSG00000022186,Oxct1,5444.719702,-0.350180906,0.723176131,-0.484226306,0.62822527,0.944503129
8535,ENSMUSG00000036983,Tfb1m,226.5827192,-0.424769746,0.877270003,-0.484194997,0.628247488,0.944503129
3869,ENSMUSG00000024851,Pitpnm1,590.8347069,0.561439287,1.159572543,0.484177803,0.628259688,0.944503129
8323,ENSMUSG00000036196,Slc26a8,14.1934623,1.912649812,3.950453279,0.484159583,0.628272618,0.944503129
12090,ENSMUSG00000055148,Klf2,236.0527664,-0.389877107,0.80539872,-0.484079621,0.628329364,0.944503129
1856,ENSMUSG00000019986,Ahi1,706.2621988,0.375293445,0.775307808,0.484057353,0.628345167,0.944503129
855,ENSMUSG00000006457,Actn3,2.688046275,-2.079521636,4.29644536,-0.484009794,0.628378918,0.944503129
15276,ENSMUSG00000083474,Gm15267,30.11269513,1.277099742,2.638587278,0.484008906,0.628379548,0.944503129
1274,ENSMUSG00000014907,Naf1,478.3398629,0.340450385,0.703933013,0.483640316,0.628641157,0.944730374
17466,ENSMUSG00000100176,Gm28586,8.664199238,2.053032387,4.245524286,0.483575702,0.628687022,0.944730374
1152,ENSMUSG00000012126,Ubxn11,64.71996151,-0.986483814,2.040007176,-0.483568796,0.628691925,0.944730374
14817,ENSMUSG00000080538,Gm25541,8.086521399,2.147830025,4.442972677,0.48342184,0.628796244,0.944795205
12867,ENSMUSG00000061759,Armt1,614.7275335,0.317284213,0.65650927,0.483289769,0.628890004,0.944795205
17167,ENSMUSG00000097657,Gm7389,86.34764349,-0.992132476,2.052910395,-0.483280945,0.628896268,0.944795205
15167,ENSMUSG00000082762,Gm12366,11.45643019,-1.501170319,3.107417705,-0.483092542,0.629030029,0.944915421
1049,ENSMUSG00000009628,Tex15,164.0200995,-0.566681634,1.173494821,-0.482900839,0.629166146,0.945015213
270,ENSMUSG00000001891,Ugp2,1485.303241,0.325610881,0.674355392,0.482847597,0.629203952,0.945015213
4638,ENSMUSG00000026634,Angel2,1329.773119,-0.321556551,0.666592365,-0.48238859,0.629529925,0.945361558
1664,ENSMUSG00000018846,Pank3,3727.869492,-0.267509102,0.554728572,-0.482234224,0.629639568,0.945361558
15750,ENSMUSG00000086123,Gm16060,1.903241371,-2.299295615,4.76837432,-0.482196963,0.629666034,0.945361558
1091,ENSMUSG00000010290,AI597479,939.0356241,-0.298731669,0.619579162,-0.482152543,0.629697586,0.945361558
3526,ENSMUSG00000024083,Pja2,1883.791542,-0.276314563,0.573095057,-0.482144384,0.629703382,0.945361558
16567,ENSMUSG00000093044,Snord8,6.010087678,-1.80481927,3.744810005,-0.48195216,0.629839931,0.945485829
2128,ENSMUSG00000020495,Smg8,592.2525254,-0.427899705,0.888097347,-0.481816218,0.629936507,0.945516778
12736,ENSMUSG00000060586,H2-Eb1,708.4210063,0.560876493,1.164196226,0.481771441,0.629968319,0.945516778
13679,ENSMUSG00000070044,Fam149a,11.57620191,1.98055172,4.111621132,0.481696065,0.630021872,0.945516778
6846,ENSMUSG00000031570,Plpp5,343.6159784,0.429117999,0.891703716,0.481233835,0.630350316,0.945719222
3830,ENSMUSG00000024776,Stambpl1,387.649239,0.440540811,0.915760335,0.481065617,0.630469864,0.945719222
12518,ENSMUSG00000058748,Zfp958,292.6465254,0.371353473,0.772195553,0.480905999,0.630583309,0.945719222
12751,ENSMUSG00000060681,Slc9a6,350.6882405,-0.334119615,0.694801246,-0.48088517,0.630598113,0.945719222
16998,ENSMUSG00000097150,Gm26513,71.88055117,0.559359388,1.163468786,0.48076871,0.630680891,0.945719222
560,ENSMUSG00000003992,Ssbp2,1547.275277,-0.27058888,0.562849521,-0.480748176,0.630695487,0.945719222
61,ENSMUSG00000000439,Mkrn2,692.262519,-0.30364501,0.631641799,-0.480723426,0.630713079,0.945719222
15006,ENSMUSG00000081792,Anp32b-ps1,5.719757328,-1.812828604,3.772868445,-0.480490807,0.630878438,0.945719222
11489,ENSMUSG00000050910,Cdr2l,0.705204319,-2.32268669,4.835827532,-0.480308008,0.631008395,0.945719222
12905,ENSMUSG00000062083,Rpl13a-ps1,0.705204319,-2.32268669,4.835827532,-0.480308008,0.631008395,0.945719222
8411,ENSMUSG00000036553,Sh3tc1,159.3991602,0.455477801,0.948305399,0.480307084,0.631009053,0.945719222
2915,ENSMUSG00000022191,Drosha,1236.193194,0.290857812,0.605570595,0.480303724,0.631011441,0.945719222
15090,ENSMUSG00000082260,Gm7429,1.908173851,2.273429897,4.734627142,0.480170841,0.631105919,0.945719222
3041,ENSMUSG00000022451,Twf1,1096.543076,-0.302546654,0.630114875,-0.480145235,0.631124125,0.945719222
1527,ENSMUSG00000017764,Zswim1,80.10064891,0.504009891,1.049801925,0.480099987,0.631156297,0.945719222
10466,ENSMUSG00000044367,Slc16a13,277.6503313,0.465503318,0.969884096,0.479957678,0.631257487,0.945719222
1349,ENSMUSG00000015659,Serac1,63.31726168,-0.984290116,2.050792746,-0.479955918,0.631258738,0.945719222
10288,ENSMUSG00000043300,B3galnt1,19.7489546,-1.250073393,2.604664148,-0.479936499,0.631272547,0.945719222
5093,ENSMUSG00000027620,Rbm39,23575.24109,0.323580525,0.674218844,0.479933968,0.631274347,0.945719222
5693,ENSMUSG00000028914,Casp9,436.9885764,0.345125708,0.719121976,0.479926521,0.631279642,0.945719222
1333,ENSMUSG00000015474,Ppt2,361.6707206,-0.396902102,0.827079053,-0.479884118,0.631309795,0.945719222
9933,ENSMUSG00000041720,Pi4ka,1952.128614,-0.313271195,0.652863821,-0.479841561,0.631340057,0.945719222
679,ENSMUSG00000005054,Cstb,177.0976881,-0.521422083,1.086859922,-0.479750953,0.631404493,0.945735173
4413,ENSMUSG00000026142,Rhbdd1,793.8304236,0.315403467,0.657557293,0.479659295,0.631469677,0.945752242
16864,ENSMUSG00000096403,Rnps1-ps,117.8750789,0.640134017,1.334785792,0.479578087,0.631527431,0.945758182
8848,ENSMUSG00000038025,Phf2,874.63772,0.337771322,0.70446292,0.479473529,0.631601795,0.945788994
3379,ENSMUSG00000023266,Frs3,16.0006275,-1.219563333,2.544590553,-0.479276845,0.631741692,0.94584156
8870,ENSMUSG00000038079,Tmem237,328.803356,-0.473560772,0.98808164,-0.479272919,0.631744485,0.94584156
2883,ENSMUSG00000022111,Uchl3,508.9576718,0.335176887,0.699509447,0.479159914,0.631824869,0.94586095
6939,ENSMUSG00000031775,Pllp,2.999991775,-2.267699667,4.733214904,-0.479103466,0.631865024,0.94586095
16102,ENSMUSG00000089417,Gm22009,3070.815724,-0.420163265,0.877203804,-0.478980213,0.631952705,0.945911672
1166,ENSMUSG00000012819,Cdh23,27.76991875,-1.186092304,2.478160294,-0.478618073,0.632210359,0.94621678
6896,ENSMUSG00000031671,Setd6,600.724182,0.506538846,1.058917328,0.478355422,0.632397256,0.946321143
4050,ENSMUSG00000025227,Mfsd13a,205.4092262,0.418272504,0.874713376,0.478182358,0.632520418,0.946321143
9458,ENSMUSG00000039942,Ptger4,477.0014639,-0.329222638,0.688636484,-0.478078995,0.632593982,0.946321143
8521,ENSMUSG00000036940,Kdm1a,2026.88703,-0.273941465,0.573173168,-0.477938397,0.632694052,0.946321143
567,ENSMUSG00000004044,Cavin1,363.001016,-0.936064675,1.95857697,-0.477931013,0.632699307,0.946321143
17594,ENSMUSG00000101431,Gm7901,265.1863552,0.552076219,1.155212959,0.477899953,0.632721415,0.946321143
2901,ENSMUSG00000022151,Ttc33,1227.183368,0.310743122,0.650284497,0.477857189,0.632751853,0.946321143
15477,ENSMUSG00000084957,Bbip1,397.334178,0.359334303,0.752020922,0.477824875,0.632774855,0.946321143
16769,ENSMUSG00000095362,Gm14325,284.3436637,-0.934937142,1.956875021,-0.477770492,0.632813565,0.946321143
9523,ENSMUSG00000040158,Tax1bp3,156.2246886,0.409128704,0.856340847,0.477763854,0.632818291,0.946321143
7021,ENSMUSG00000031921,Terf2,1068.719319,-0.293201226,0.613944607,-0.477569511,0.632956636,0.946442215
17026,ENSMUSG00000097229,Platr23,28.28587816,1.169187333,2.44882346,0.4774486,0.633042714,0.946442215
17806,ENSMUSG00000102662,Gm38377,24.72484271,0.776707093,1.626873074,0.477423288,0.633060734,0.946442215
6654,ENSMUSG00000031147,Magix,13.49336008,-0.901403619,1.889824591,-0.4769774,0.633378215,0.946836351
849,ENSMUSG00000006418,Rnf114,1438.955159,0.437623577,0.917826632,0.476804183,0.633501567,0.946845765
14963,ENSMUSG00000081572,Gm14138,2.152524005,2.248311109,4.715915614,0.476749648,0.633540405,0.946845765
3040,ENSMUSG00000022450,Ndufa6,650.6593196,0.378364321,0.793689258,0.476715941,0.63356441,0.946845765
13012,ENSMUSG00000062963,Ufc1,659.1342248,-0.320125166,0.671721364,-0.47657434,0.633665259,0.946845765
